id,eigenvector,betweenness
AGAP007187,0.044195149,0.000261858
AGAP007188,0.043708206,0.0003344
AGAP007189,0.02289548,0.002888085
AGAP007190,0.024950036,1.71E-06
AGAP007191,0.000578172,0
AGAP007192,0.002566695,3.80E-06
AGAP007193,0.035174988,0.001759979
AGAP007194,2.27E-05,4.31E-07
AGAP007195,0.013494837,6.04E-07
AGAP007196,7.18E-06,3.96E-06
AGAP007197,0.002454462,3.31E-07
AGAP007198,0.01374188,2.62E-05
AGAP007199,0.027851221,4.28E-05
AGAP007200,0.044678069,3.67E-05
AGAP007201,0.006782805,0.00033915
AGAP007202,0.000986493,0.00013268
AGAP007203,0.008891075,8.50E-05
AGAP007204,4.38E-05,0
AGAP007205,5.91E-05,5.90E-07
AGAP007206,0.0001259,5.55E-06
AGAP007208,0.007191398,6.29E-05
AGAP007209,0.009074545,9.88E-05
AGAP007210,0.010835222,4.27E-05
AGAP007211,7.80E-05,7.48E-06
AGAP007212,9.88E-05,0
AGAP007213,0.000362413,1.26E-05
AGAP007214,1.68E-05,0.000184451
AGAP007215,0.000126839,1.36E-05
AGAP007216,0.000946692,7.30E-06
AGAP007217,0.000579671,3.79E-05
AGAP007218,0.002435435,4.09E-05
AGAP007219,0.00088723,0.000129663
AGAP007223,0.000438365,5.15E-06
AGAP007224,0.016200276,2.69E-05
AGAP007225,0.000413441,2.99E-05
AGAP007226,0.006471968,2.79E-05
AGAP007229,0.00192758,5.61E-06
AGAP007230,0.008211245,3.47E-06
AGAP007232,7.07E-05,3.02E-05
AGAP007233,0.036675202,1.79E-05
AGAP007234,0.048730837,0.000190562
AGAP007237,0.000562485,8.81E-05
AGAP007238,0.002467042,3.46E-05
AGAP007239,0.00041242,0.001440422
AGAP007240,0.000459412,7.48E-07
AGAP007242,0.000779153,7.95E-05
AGAP007243,0.001518081,0.00011902
AGAP007244,0.005316571,0.000378728
AGAP007245,0.000428914,0.000384523
AGAP007246,0.000913903,0.000470034
AGAP007247,0.026649807,0.000421387
AGAP007248,0.00211061,0.000239375
AGAP007249,0.000508716,0.000191429
AGAP007250,5.62E-07,0
AGAP007251,0.024739897,5.89E-05
AGAP007252,0.017209066,3.36E-05
AGAP007253,8.63E-05,7.19E-08
AGAP007254,0.000437315,0.000140342
AGAP007256,0.007790591,0.000163473
AGAP007257,0.006059215,0.001278817
AGAP007258,0.000326991,2.14E-06
AGAP007259,0.006246574,6.93E-06
AGAP007262,0.007234198,7.62E-07
AGAP007263,0.019907078,4.19E-05
AGAP007264,0.00019537,3.37E-05
AGAP007265,0.002289121,0
AGAP007266,0.000401428,1.80E-05
AGAP007269,0.006222596,0.00033117
AGAP007270,0.001221994,0.000163612
AGAP007271,0.006850941,0.000499274
AGAP007272,0.027404224,0.00031975
AGAP007273,0.015013899,9.25E-05
AGAP007274,0.008551544,7.70E-05
AGAP007275,0.003036725,1.04E-05
AGAP007276,0.00312881,2.88E-08
AGAP007278,0.041450534,0.000338638
AGAP007279,0.011993177,0.000479633
AGAP007280,0.000194974,0
AGAP007281,0.002264854,1.10E-05
AGAP007282,0.00097255,1.84E-06
AGAP007283,2.24E-07,0
AGAP007284,2.49E-05,0
AGAP007286,0.000676226,0.00022533
AGAP007287,0.000373103,2.35E-05
AGAP007288,0.000706372,0
AGAP007289,0.00036156,0
AGAP007290,0.000683716,0.000176893
AGAP007291,2.14E-07,0
AGAP007292,7.44E-07,0
AGAP007293,0.00021447,9.12E-06
AGAP007294,1.68E-05,0
AGAP007295,0.000454337,2.12E-05
AGAP007296,0.003374582,0.001104427
AGAP007297,0.012966328,3.77E-05
AGAP007298,0.029595701,0.000746327
AGAP007299,0.000687014,2.73E-05
AGAP007300,8.28E-05,0.000208308
AGAP007301,0.000518146,6.66E-05
AGAP007303,0.000631437,1.83E-05
AGAP007304,0.036110278,9.10E-06
AGAP007305,0.000251568,1.19E-05
AGAP007306,3.22E-05,5.07E-05
AGAP007307,0.023670616,0.000209718
AGAP007309,0.011922825,0.000143398
AGAP007310,0.000600544,0.000371455
AGAP007311,4.90E-07,0
AGAP007312,2.35E-05,4.45E-06
AGAP007313,0.000268617,1.26E-05
AGAP007314,1.90E-07,0
AGAP007315,1.18E-05,0.000349424
AGAP007316,0.000223805,3.92E-07
AGAP007317,0.000227707,1.19E-06
AGAP007319,0.003007371,6.94E-06
AGAP007320,8.36E-07,0
AGAP007321,0.001073268,6.23E-06
AGAP007322,5.20E-07,0
AGAP007323,1.08E-05,0
AGAP007324,0.000132601,2.77E-05
AGAP007325,0.008378825,0.000198282
AGAP007326,2.39E-05,2.83E-06
AGAP007327,0.056901021,0.00160604
AGAP007333,0.007308033,5.82E-05
AGAP007334,0.000213521,5.75E-05
AGAP007335,1.92E-06,2.72E-06
AGAP007336,0.000103361,2.24E-06
AGAP007337,0.01025641,0.000315668
AGAP007338,0.002012176,6.39E-06
AGAP007340,1.67E-05,2.79E-05
AGAP007341,0.009816826,0.000137632
AGAP007342,8.70E-05,0.000170498
AGAP007343,6.83E-06,0
AGAP007344,0.031149379,0.000103469
AGAP007345,0.001933619,6.61E-06
AGAP007347,0.000325478,3.98E-05
AGAP007348,1.56E-05,1.17E-05
AGAP007349,0.000240173,1.67E-05
AGAP007353,0.000533063,1.10E-05
AGAP007354,0.001313118,0
AGAP007355,1.07E-06,3.62E-05
AGAP007356,0.000102721,0
AGAP007358,0.000214256,8.73E-06
AGAP007359,0.000190925,6.33E-07
AGAP007361,5.59E-05,1.05E-05
AGAP007362,0.003574481,0
AGAP007363,0.001010915,2.96E-05
AGAP007364,5.80E-05,8.49E-05
AGAP007365,0.000232443,0.000360985
AGAP007366,0.001071507,3.69E-05
AGAP007367,1.09E-06,0.000113556
AGAP007368,0.029473953,7.23E-05
AGAP007369,0.000331099,1.05E-06
AGAP007370,0.010719134,0.000104426
AGAP007371,0.004773414,2.44E-05
AGAP007372,0.002681386,5.69E-06
AGAP007373,0.000951418,5.65E-05
AGAP007375,1.00E-05,1.12E-05
AGAP007376,0.002091687,0.000853551
AGAP007377,0.002683973,0.000219011
AGAP007378,0.002659433,5.39E-05
AGAP007379,0.016918184,0.000159792
AGAP007380,0.007030724,8.76E-05
AGAP007381,1.60E-05,0
AGAP007382,0.007952927,0
AGAP007384,3.06E-05,0
AGAP007385,0.000180496,0.000106781
AGAP007386,4.88E-07,1.15E-07
AGAP007387,0.000199745,1.92E-05
AGAP007388,6.36E-06,1.01E-07
AGAP007390,0.000131309,1.15E-07
AGAP007391,0.003207491,0.000169982
AGAP007392,0.000164935,7.48E-07
AGAP007393,0.001803314,2.73E-05
AGAP007394,0.000619914,7.16E-05
AGAP007395,5.34E-06,0
AGAP007396,0.027631414,2.98E-05
AGAP007397,1.11E-06,0
AGAP007398,0.000634953,6.14E-06
AGAP007399,4.28E-05,3.79E-06
AGAP007400,1.68E-05,4.03E-07
AGAP007401,0.000264347,4.39E-06
AGAP007402,0.000187929,0.000577075
AGAP007403,0.004615523,0.000130028
AGAP007405,5.21E-05,0.000288296
AGAP007406,0.01020604,8.22E-05
AGAP007407,7.93E-06,0
AGAP007408,3.34E-05,0.000156887
AGAP007409,0.001125804,9.43E-05
AGAP007410,6.01E-05,0
AGAP007411,3.34E-06,0
AGAP007413,0.001102335,2.66E-05
AGAP007414,2.32E-05,0
AGAP007415,0.000454873,0.000341036
AGAP007416,0.024514088,0.000234859
AGAP007417,0.00013409,7.16E-06
AGAP007418,0.000318619,3.43E-06
AGAP007419,8.83E-06,0
AGAP007420,0.00497512,2.88E-08
AGAP007421,0.000170489,0.000163902
AGAP007422,0.003043812,3.22E-05
AGAP007423,9.30E-05,2.88E-07
AGAP007439,0.001251532,2.67E-06
AGAP007440,0.001066427,7.86E-06
AGAP007442,0.001067565,0.000141539
AGAP007443,2.03E-05,2.88E-08
AGAP007445,0.000386726,6.97E-06
AGAP007446,0.000800047,1.03E-06
AGAP007450,0.002161646,3.33E-06
AGAP007451,0.008751669,1.22E-05
AGAP007452,0.000268574,0.000252666
AGAP007453,1.89E-07,6.54E-05
AGAP007454,1.26E-06,0.000356058
AGAP007455,7.53E-08,6.79E-05
AGAP007456,1.60E-08,1.98E-05
AGAP007457,1.44E-06,0
AGAP007458,0.000127082,8.93E-05
AGAP007459,6.84E-05,5.75E-08
AGAP007460,0.000816959,5.97E-07
AGAP007461,0.000294584,1.25E-05
AGAP007462,0.009660698,1.99E-05
AGAP007463,0.012708777,0.000142957
AGAP007464,0.001410721,3.10E-06
AGAP007465,0.004643829,7.45E-05
AGAP007466,0.007279029,8.33E-05
AGAP007467,0.006257294,5.50E-06
AGAP007468,0.035891396,0.000133869
AGAP007469,0.021008647,0.000436121
AGAP007470,0.002575535,1.23E-05
AGAP007471,0.014772621,0.000724397
AGAP007472,0.004785037,0.000521621
AGAP007473,0.000651276,0.000265128
AGAP007474,6.50E-05,1.07E-05
AGAP007475,0.000103595,0.000169592
AGAP007476,0.000240503,7.23E-07
AGAP007477,0.001078424,0.000659223
AGAP007478,0.006923708,0.000111458
AGAP007479,1.13E-06,0
AGAP007480,8.01E-06,0
AGAP007481,0.000509729,6.97E-05
AGAP007482,6.36E-05,0
AGAP007483,0.000227001,2.30E-06
AGAP007484,1.95E-05,8.66E-06
AGAP007485,5.97E-05,6.49E-05
AGAP007486,0.007473908,2.70E-05
AGAP007487,0.010571456,3.37E-06
AGAP007488,0.000837005,0.00015812
AGAP007489,0.002322818,0
AGAP007490,0.00015943,1.06E-05
AGAP007491,2.84E-05,0
AGAP007492,4.10E-05,4.98E-06
AGAP007493,1.37E-06,0
AGAP007494,3.06E-07,0
AGAP007497,0.000162416,0.000323833
AGAP007499,6.03E-05,0
AGAP007500,1.76E-05,0
AGAP007501,0.011572599,5.27E-05
AGAP007502,0.001347101,5.39E-05
AGAP007503,0.021469366,0.001377017
AGAP007504,0.000220912,4.28E-07
AGAP007505,4.82E-06,0
AGAP007506,3.36E-05,2.30E-07
AGAP007507,2.83E-05,0
AGAP007508,0.000488022,0.000231391
AGAP007509,0.000128562,1.01E-07
AGAP007510,8.72E-05,0
AGAP007511,0.000107269,2.20E-05
AGAP007512,0.002427851,0.000164551
AGAP007513,4.96E-05,0.000207093
AGAP007514,0.000660803,0.000155289
AGAP007515,2.10E-06,2.59E-07
AGAP007516,7.90E-05,6.44E-05
AGAP007517,0.001065353,0.000221819
AGAP007518,1.15E-05,6.34E-06
AGAP007519,0.000210429,7.33E-06
AGAP007520,5.46E-05,0
AGAP007521,0.027316472,0.000124988
AGAP007522,0.00019655,4.61E-05
AGAP007523,0.034667886,6.31E-06
AGAP007524,5.34E-07,0
AGAP007525,0.013841955,3.26E-05
AGAP007529,1.53E-06,0
AGAP007530,1.09E-05,0
AGAP007531,0.000134057,2.97E-05
AGAP007532,0.00437217,0.00017254
AGAP007533,0.000896712,2.41E-05
AGAP007534,0.0045635,2.01E-06
AGAP007537,0.056019779,0.000238558
AGAP007539,0.002285065,7.36E-06
AGAP007540,0.000653978,0.000284073
AGAP007541,1.53E-05,1.10E-06
AGAP007542,1.66E-05,1.77E-06
AGAP007543,0.004238073,0.000533271
AGAP007544,0.000619818,1.51E-05
AGAP007545,0.008537675,0.00047292
AGAP007546,0.000262089,8.50E-05
AGAP007547,0.000995947,5.75E-08
AGAP007548,0.000616525,2.14E-05
AGAP007549,1.90E-05,0.000169592
AGAP007550,0.000166526,3.28E-06
AGAP007551,0.000229862,1.36E-05
AGAP007552,0.000115211,1.84E-05
AGAP007553,0.000161512,0
AGAP007556,0.000929436,0.000176361
AGAP007557,0.099100976,0.005594622
AGAP007558,0.100202795,0.006086947
AGAP007560,0.000303748,1.70E-06
AGAP007562,0.007295054,0.000115219
AGAP007563,0.004238535,0.00022837
AGAP007564,0.00158275,1.00E-05
AGAP007565,3.61E-06,1.77E-06
AGAP007566,1.43E-05,9.13E-07
AGAP007567,0.007922625,0.000136663
AGAP007568,0.000100281,3.64E-06
AGAP007569,0.000142779,1.45E-05
AGAP007570,5.27E-05,0
AGAP007571,2.77E-05,1.70E-06
AGAP007572,0.000141219,3.65E-06
AGAP007573,0.008627898,4.90E-05
AGAP007574,0.016496737,0.000771183
AGAP007575,0.000432819,6.70E-05
AGAP007576,0.000107566,1.96E-06
AGAP007577,0.000512367,1.78E-06
AGAP007578,6.16E-05,1.55E-06
AGAP007579,0.000139684,0
AGAP007580,0.024401352,0.000902757
AGAP007581,0.000176191,3.83E-05
AGAP007582,0.000605365,7.55E-05
AGAP007584,1.75E-05,7.77E-07
AGAP007585,3.91E-05,2.17E-05
AGAP007586,0.000569846,9.65E-05
AGAP007587,9.79E-06,0
AGAP007588,1.75E-06,4.35E-05
AGAP007589,2.09E-06,7.45E-06
AGAP007590,7.57E-06,3.17E-05
AGAP007591,0.00032243,2.95E-05
AGAP007592,0.005952924,4.05E-05
AGAP007593,0.005573184,0.000303231
AGAP007594,0.000489746,4.53E-05
AGAP007595,0.000269497,3.34E-06
AGAP007596,0.001977048,1.11E-05
AGAP007597,0.014010828,3.97E-05
AGAP007598,1.65E-06,0.000339155
AGAP007599,0.000412523,3.91E-05
AGAP007600,0.000109456,4.77E-06
AGAP007602,0.001062991,2.88E-05
AGAP007603,0.00011749,4.61E-05
AGAP007604,1.74E-05,1.78E-05
AGAP007605,0.007961673,0
AGAP007606,4.37E-05,0
AGAP007607,3.83E-06,0
AGAP007608,0.016010745,0.000276297
AGAP007609,0.000323744,0.000159754
AGAP007610,5.60E-05,2.42E-06
AGAP007611,0.013646434,0.000444354
AGAP007612,3.12E-06,1.73E-07
AGAP007613,0.000296691,0
AGAP007614,0.001059103,0.000594703
AGAP007615,0.010756232,0.000466544
AGAP007616,0.009831701,2.48E-05
AGAP007617,0.001637807,2.83E-05
AGAP007618,1.10E-05,2.45E-06
AGAP007619,0.001176677,6.07E-05
AGAP007620,0.018085361,5.21E-06
AGAP007621,0.013982516,0.000620153
AGAP007622,0.00017522,1.03E-05
AGAP007623,0.000332004,1.44E-08
AGAP007624,0.004512251,0.000128354
AGAP007625,0.001829683,1.56E-05
AGAP007626,0.00236983,0.000874971
AGAP007627,0.03707609,0.001147752
AGAP007628,0.000693242,6.76E-07
AGAP007629,2.93E-06,0
AGAP007630,0.004103908,1.28E-05
AGAP007631,4.70E-06,4.38E-05
AGAP007632,3.51E-05,1.44E-07
AGAP007633,0.011377629,1.95E-05
AGAP007634,0.00016162,4.44E-05
AGAP007635,0.001967232,0.000198319
AGAP007636,6.24E-06,6.67E-06
AGAP007637,1.45E-05,5.75E-08
AGAP007638,0.000311059,1.27E-05
AGAP007640,0.02023554,5.51E-06
AGAP007641,0.000133416,2.73E-07
AGAP007642,0.000908188,0
AGAP007643,0.004352691,7.99E-06
AGAP007644,0.000236809,2.35E-05
AGAP007645,0.00407298,3.64E-05
AGAP007646,4.05E-05,0
AGAP007647,1.39E-05,0.000103662
AGAP007648,0.01037955,0.000888465
AGAP007649,0.01717811,0.000461352
AGAP007650,0.000109711,9.67E-05
AGAP007651,4.84E-06,4.26E-06
AGAP007652,0.000424735,9.78E-07
AGAP007653,7.80E-05,0
AGAP007655,5.20E-08,1.65E-05
AGAP007656,0.000311437,2.40E-06
AGAP007657,0.000671793,1.37E-05
AGAP007658,0.001596518,9.76E-06
AGAP007659,0.004257285,0.000284041
AGAP007660,2.81E-05,0
AGAP007661,7.98E-06,2.98E-06
AGAP007663,0.000204308,7.32E-05
AGAP007664,0.00022362,1.24E-05
AGAP007665,0.001779596,2.06E-06
AGAP007666,0.000113219,6.45E-05
AGAP007667,4.00E-05,0
AGAP007668,0.018435303,0.001551785
AGAP007669,0.000751874,0.001161136
AGAP007670,0.000845912,8.41E-07
AGAP007671,4.10E-05,3.42E-05
AGAP007672,0.000431861,9.74E-06
AGAP007675,0.009937553,0.00096101
AGAP007676,0.000547997,6.61E-05
AGAP007677,0.000692126,2.40E-05
AGAP007678,0.000388563,2.35E-05
AGAP007679,4.15E-06,7.73E-06
AGAP007682,1.29E-05,1.40E-06
AGAP007683,0.000492311,1.97E-05
AGAP007684,2.46E-08,0
AGAP007685,6.70E-05,1.24E-05
AGAP007686,0.000195082,0.000100172
AGAP007687,0.000638956,0.000118857
AGAP007688,0.000222703,2.05E-05
AGAP007689,0.000450528,0.000127811
AGAP007690,0.000874541,1.57E-06
AGAP007691,1.92E-05,5.03E-07
AGAP007692,0.000384075,0.000208909
AGAP007693,3.96E-05,7.33E-06
AGAP007696,5.43E-06,1.48E-06
AGAP007698,0.014799054,0.000260523
AGAP007699,0.007820271,0.001478656
AGAP007700,8.86E-06,0.000192746
AGAP007701,0.000569506,1.06E-06
AGAP007702,0.000668571,9.42E-07
AGAP007703,0.00040056,1.42E-05
AGAP007704,0.000232847,2.69E-05
AGAP007705,0.000559394,4.77E-06
AGAP007706,0.000174174,5.51E-05
AGAP007707,0.002925159,3.55E-05
AGAP007710,0.004281781,3.12E-05
AGAP007711,0.001247017,0.00037666
AGAP007712,0.012515716,0.00055428
AGAP007713,0.003262632,9.89E-05
AGAP007714,0.000235644,2.18E-06
AGAP007715,0.001063802,0.000134573
AGAP007716,0.00198163,0.000269854
AGAP007717,2.22E-05,0
AGAP007718,1.14E-06,1.29E-07
AGAP007719,4.27E-05,2.39E-06
AGAP007721,0.001448191,0.000135954
AGAP007722,0.012223171,0.000139543
AGAP007723,0.019438131,0.000694033
AGAP007724,0.004157488,1.44E-08
AGAP007725,0.000487972,1.74E-05
AGAP007726,0.00046146,0.00017459
AGAP007727,0.001241604,8.97E-05
AGAP007728,0.000143547,9.06E-07
AGAP007729,0.002261658,8.79E-05
AGAP007730,2.78E-05,1.01E-07
AGAP007731,4.47E-05,1.27E-06
AGAP007732,7.37E-07,4.29E-05
AGAP007733,0.004131918,0.000489215
AGAP007734,0.001004345,1.71E-05
AGAP007736,0.007387748,8.56E-07
AGAP007737,0.000107672,2.55E-06
AGAP007738,0.001734488,1.08E-06
AGAP007739,0.000123684,6.87E-05
AGAP007740,0.016187855,0.000376568
AGAP007741,0.001054807,2.36E-05
AGAP007742,1.67E-05,1.58E-07
AGAP007745,1.26E-05,0.000156626
AGAP007746,0.002636982,0
AGAP007747,2.62E-05,0.000220168
AGAP007748,0.011832429,5.37E-06
AGAP007751,0.002728675,0.00049421
AGAP007752,4.33E-05,6.81E-05
AGAP007753,1.47E-05,0.000321083
AGAP007754,1.23E-05,2.49E-06
AGAP007755,0.004893382,1.14E-06
AGAP007756,0.001180649,0.000418029
AGAP007757,0.000619744,2.18E-05
AGAP007759,0.001881522,9.40E-06
AGAP007760,0.000573151,1.76E-05
AGAP007761,4.53E-05,1.13E-05
AGAP007762,0.000206052,5.15E-05
AGAP007763,0.009353975,1.90E-06
AGAP007764,0.005878505,0.000134088
AGAP007765,4.40E-05,0
AGAP007766,0.000690972,2.20E-06
AGAP007767,0.000353209,0.000127122
AGAP007768,0.019714747,0.000502481
AGAP007769,0.000514391,2.29E-05
AGAP007771,0.000137224,0
AGAP007772,0.000186495,2.84E-05
AGAP007773,0.000941522,0.000717455
AGAP007774,0.000130144,0
AGAP007775,0.00055915,0.000177608
AGAP007776,0.015429632,2.45E-05
AGAP007777,1.27E-06,0
AGAP007780,0.004148449,2.78E-06
AGAP007781,0.007634574,4.31E-08
AGAP007782,0.004158545,0.000254773
AGAP007783,0.008086217,9.82E-06
AGAP007784,0.001767627,7.65E-05
AGAP007785,0.004448568,0.000196709
AGAP007786,0.004329766,3.01E-05
AGAP007787,0.000210538,3.00E-06
AGAP007788,0.009269852,0.000956885
AGAP007789,0.00048648,2.96E-06
AGAP007790,1.28E-05,2.63E-05
AGAP007791,1.24E-06,0
AGAP007792,0.005028355,2.05E-05
AGAP007793,4.06E-06,2.53E-06
AGAP007794,0.017532734,0.000127917
AGAP007795,0.005893749,6.34E-05
AGAP007796,3.66E-06,6.86E-06
AGAP007797,0.001852152,3.50E-05
AGAP007798,3.59E-06,1.72E-06
AGAP007799,0.005845187,0.000421485
AGAP007800,0.008216536,0.000416798
AGAP007801,1.19E-05,2.81E-06
AGAP007802,2.36E-05,4.69E-05
AGAP007803,0.000239541,0.000285486
AGAP007804,0.000125966,2.43E-05
AGAP007805,3.03E-05,0
AGAP007806,0.003137806,1.80E-07
AGAP007807,0.004990143,4.24E-05
AGAP007808,7.40E-06,1.69E-05
AGAP007809,4.49E-05,1.37E-05
AGAP007810,0.000341373,0.000175236
AGAP007811,0.000218033,3.19E-05
AGAP007812,0.00186183,0.000558146
AGAP007813,0.000148423,5.70E-06
AGAP007817,0.001338802,0.000285888
AGAP007818,5.86E-06,0
AGAP007821,2.63E-05,3.07E-05
AGAP007822,0.00020327,1.59E-05
AGAP007823,0.000164097,8.46E-05
AGAP007824,0.017999653,0.000363983
AGAP007825,0.000205904,2.73E-05
AGAP007826,7.18E-06,4.12E-07
AGAP007827,0.019751714,0.000307613
AGAP007828,0.000352554,3.05E-06
AGAP007830,0.04487164,9.33E-05
AGAP007831,0.00169662,1.44E-08
AGAP007832,0.000634851,2.60E-05
AGAP007833,0.00010578,0.000441178
AGAP007834,7.92E-06,0
AGAP007835,7.36E-07,0
AGAP007836,4.80E-05,0.000169592
AGAP007837,2.63E-05,6.22E-07
AGAP007838,4.26E-06,7.70E-06
AGAP007839,0.040569278,0.000104361
AGAP007841,0.013227148,0.00012437
AGAP007844,7.41E-05,2.46E-06
AGAP007845,1.12E-05,1.58E-07
AGAP007846,0.008515582,0.000111411
AGAP007847,0.000100189,0
AGAP007848,1.27E-06,0
AGAP007849,0.001036097,3.68E-06
AGAP007851,0.000401856,4.48E-05
AGAP007852,0.001295711,1.90E-06
AGAP007853,0.000404648,0.000105286
AGAP007854,0.008604983,0.000259117
AGAP007855,0.000166053,3.40E-05
AGAP007856,5.64E-05,0.000345859
AGAP007857,0.0123215,0.000198062
AGAP007858,2.01E-06,0
AGAP007859,1.85E-06,4.05E-05
AGAP007861,0.00016916,0.000103948
AGAP007862,6.72E-06,0
AGAP007863,0.000361408,1.09E-05
AGAP007864,0.010435804,2.12E-05
AGAP007865,0.009068472,0.000180012
AGAP007866,0.000899075,0.000306131
AGAP007867,0.004981297,3.44E-05
AGAP007868,0.00359999,4.29E-05
AGAP007869,4.60E-06,0
AGAP007870,0.000308321,0
AGAP007871,0.001051802,1.88E-05
AGAP007872,7.08E-05,3.18E-05
AGAP007873,2.65E-05,0
AGAP007874,0.00022373,9.82E-05
AGAP007875,5.92E-08,0
AGAP007876,1.73E-05,1.63E-05
AGAP007877,0.011967735,8.73E-05
AGAP007878,0.002807805,8.23E-05
AGAP007879,0.000134761,0
AGAP007880,1.07E-06,4.75E-07
AGAP007881,5.82E-07,0
AGAP007882,0.000135719,2.59E-07
AGAP007883,4.29E-05,4.75E-07
AGAP007884,0.000330554,0.000183303
AGAP007885,0.001583225,0.000180863
AGAP007886,0.027546272,2.09E-06
AGAP007887,0.001054012,5.61E-06
AGAP007888,0.001587417,4.27E-05
AGAP007889,9.85E-05,1.48E-06
AGAP007890,0.001133965,0.000238805
AGAP007891,0.00015644,0
AGAP007892,0.0002571,1.84E-06
AGAP007893,0.000846382,1.43E-05
AGAP007894,0.000228963,4.48E-05
AGAP007895,9.91E-07,0
AGAP007896,0.000648987,4.45E-05
AGAP007897,0.000167244,3.68E-06
AGAP007899,6.79E-05,9.65E-06
AGAP007901,0.006397823,0.002426008
AGAP007902,8.87E-06,6.38E-06
AGAP007903,0.001603362,0.000165086
AGAP007904,0.000393434,4.26E-06
AGAP007905,0.004259803,4.64E-05
AGAP007906,0.000115877,0.000122106
AGAP007907,3.54E-05,2.87E-05
AGAP007908,0.000323514,0.000493714
AGAP007909,0.038098988,3.33E-06
AGAP007910,7.28E-05,1.43E-06
AGAP007911,0.000106286,1.13E-05
AGAP007912,0.000332343,0.000150836
AGAP007913,0.001543309,2.98E-05
AGAP007914,0.000805063,5.42E-05
AGAP007915,0.006290556,2.04E-05
AGAP007916,0.0015648,3.38E-07
AGAP007917,0.000140016,5.13E-05
AGAP007918,5.33E-05,1.63E-05
AGAP007919,0.000835876,0.00015496
AGAP007920,0.000100469,7.45E-06
AGAP007921,0.00033897,7.70E-05
AGAP007922,0.002026076,0.000754754
AGAP007923,0.013930061,0.000885774
AGAP007924,0.013019299,0.000638041
AGAP007925,8.66E-05,1.64E-06
AGAP007926,0.000108643,2.05E-05
AGAP007927,0.022695754,0.000549278
AGAP007928,0.017401705,8.76E-05
AGAP007929,1.44E-05,5.50E-06
AGAP007932,0.00018912,5.61E-07
AGAP007933,0.000412953,9.29E-06
AGAP007934,0.000297895,0
AGAP007935,0.010397759,2.54E-05
AGAP007936,0.000545497,0.000139217
AGAP007937,0.008180897,0.000300613
AGAP007938,0.000105332,3.94E-06
AGAP007939,0.007781816,0.000311848
AGAP007940,0.005513348,7.46E-05
AGAP007941,0.001585474,0.000698894
AGAP007942,0.001521343,4.89E-05
AGAP007944,9.87E-05,0
AGAP007946,2.18E-06,4.12E-05
AGAP007947,0.000601998,7.78E-05
AGAP007948,0.000626694,5.61E-05
AGAP007949,5.53E-05,0.000149575
AGAP007950,0.000316308,4.10E-05
AGAP007951,0.023022035,3.32E-05
AGAP007952,0.000930969,6.51E-05
AGAP007953,0.000454348,9.11E-05
AGAP007954,5.14E-05,0
AGAP007955,0.00010993,2.84E-06
AGAP007956,3.87E-05,0
AGAP007957,0.00070072,1.44E-08
AGAP007958,1.21E-07,0
AGAP007959,7.67E-05,1.21E-05
AGAP007962,2.04E-05,0
AGAP007963,0.001067299,7.07E-05
AGAP007964,6.51E-05,2.68E-05
AGAP007965,0.000158066,3.96E-08
AGAP007966,0.018023279,0.001928259
AGAP007967,0.000178778,1.50E-06
AGAP007968,7.68E-06,0
AGAP007969,0.001013491,1.49E-05
AGAP007970,0.000814629,2.23E-07
AGAP007971,0.00265308,0.002141124
AGAP007973,7.21E-05,2.07E-05
AGAP007974,0.001541309,0
AGAP007975,0.002537711,3.57E-05
AGAP007976,6.10E-06,0
AGAP007977,2.09E-05,2.27E-05
AGAP007978,0.000482071,7.19E-05
AGAP007979,0.000204288,9.22E-06
AGAP007980,0.00895058,0.000275458
AGAP007981,0.001126585,3.16E-07
AGAP007982,5.05E-05,6.84E-06
AGAP007983,3.19E-05,8.01E-06
AGAP007984,2.41E-05,0
AGAP007985,0.001243171,4.86E-06
AGAP007987,0.000106936,1.01E-07
AGAP007988,2.95E-05,0
AGAP007989,7.59E-05,1.75E-05
AGAP007990,1.29E-06,1.72E-06
AGAP007992,0.000993086,3.96E-06
AGAP007993,5.46E-06,7.19E-08
AGAP007994,3.06E-05,2.62E-06
AGAP007998,3.32E-05,1.87E-07
AGAP007999,1.56E-05,0
AGAP008000,0.000603597,3.16E-06
AGAP008001,0.009312319,8.30E-05
AGAP008003,1.77E-06,0
AGAP008004,0.000325207,0.000319582
AGAP008005,0.000331759,2.55E-05
AGAP008006,0.000234263,2.81E-05
AGAP008007,8.73E-05,0
AGAP008008,0.003995003,0.004176449
AGAP008009,0.015886613,0.000245701
AGAP008010,2.42E-05,2.41E-06
AGAP008011,4.60E-05,0.000187958
AGAP008012,0.000189136,0.000692807
AGAP008013,0.000648152,0.002108019
AGAP008014,0.0008472,9.03E-05
AGAP008015,0.000257339,3.29E-05
AGAP008016,5.59E-07,0
AGAP008017,0.040917661,0.000162898
AGAP008018,3.66E-05,4.05E-05
AGAP008019,0.000175202,9.19E-05
AGAP008020,1.87E-05,0.000284735
AGAP008022,4.55E-06,3.86E-05
AGAP008023,0.014044133,1.34E-05
AGAP008025,0.01117351,0.000134581
AGAP008026,0.037082474,0.000343713
AGAP008027,0.007563722,0.002967835
AGAP008028,0.002112972,0.000157601
AGAP008033,0.000274436,1.57E-06
AGAP008034,0.000108042,1.67E-05
AGAP008035,4.99E-07,0
AGAP008036,0.00272766,0
